row_idx,phase,doe_idx,bo_idx,timestamp_py,acq_value,ELL_Z,GAMMA_TIME,WZ,WT,t_floor,SSE,SSdU,J,runtime_s,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12
26,OPT,,6,1769956831,5.887163206914858,0.25,1.0,1.0,1.0,39.713125000000005,61763.35570141093,0.2006767711138001,63770.123412548935,158.293202,0.8382865365490837,0.0,0.0,-2.13430819699329,-3.0,3.0,2.938286102545727,0.713884379532765,1.1990172478136298,-0.7875192413599497,-0.7608571998866915,1.466745329154879
27,OPT,,7,1769956993,6.060497116303039,0.25,1.0,1.0,1.0,39.713125000000005,51683.318419689385,0.0448346646394915,52131.6650660843,140.488916,0.8057157995391097,0.0,0.0,0.1537344142221116,-2.328277081584563,-0.6188850022128698,2.087750937343987,2.55112996956069,0.7369077737135294,-0.6909830537202999,-0.5103860864060435,1.9109163140681582
28,OPT,,8,1769957177,6.213530263430936,0.25,1.0,1.0,1.0,39.713125000000005,94530.46055485704,0.579272650450899,100323.18705936603,157.68606599999998,0.8339187482981404,0.0,0.0,-2.3228551489119624,-3.0,-1.20423226417256,2.181530236874333,3.0,-1.5365727491061012,-3.0,-0.3622570555864392,2.7120586950631433
29,OPT,,9,1769957337,6.4622194669695805,0.25,1.0,1.0,1.0,39.713125000000005,31919.663555914067,0.08627329563840376,32782.3965122981,135.26311,0.7580601043707749,0.0,0.0,-0.22774566621825515,-1.8142232776521925,2.0592422383934172,3.0,3.0,3.0,1.5183018554158543,-0.16049399561023833,1.3298562737917778
30,OPT,,10,1769957661,6.314218560186234,0.25,1.0,1.0,1.0,39.713125000000005,12466.629771188873,0.7522903080559853,19989.532851748725,298.991345,0.806892044371036,4.0,0.0,-0.37885382433934595,-2.678546963828959,1.0757063159875062,1.3433402345418843,1.9672134525326286,-0.6348913528280344,-3.0,-0.3892451470619887,1.1747858950645382
31,OPT,,11,1769957831,6.687387908883681,0.25,1.0,1.0,1.0,39.713125000000005,48624.03874721123,2.3383171299106453,72007.21004631768,143.836759,0.795552510732795,0.0,0.0,-2.62126504004051,-1.868294201445886,0.6403037837687563,3.0,-1.7016087190011997,3.0,0.1920269438255766,-0.2629195043753818,1.5234178980704158
32,OPT,,12,1769958224,6.247971168137081,0.25,1.0,1.0,1.0,39.713125000000005,21478.83630421905,0.4405213696974694,25884.050001193744,365.731872,0.7188599125058828,3.0,1.0,-2.1073487045945005,-2.246309276088612,1.9444194082244588,3.0,2.836165740657804,-0.743092835113386,-0.05786565729528149,-0.1265932084496849,2.0571118657540133
33,OPT,,13,1769958416,6.717145953632862,0.25,1.0,1.0,1.0,39.713125000000005,49750.29486436829,0.07187965528111691,50469.09141717946,166.738799,0.8815239735888069,0.0,0.0,-3.0,-1.5343376085983365,-3.0,3.0,0.7220146974034725,1.420425083071413,3.0,-0.9415530206543414,-0.038410547363671554
34,OPT,,14,1769960244,6.18225443479545,0.25,1.0,1.0,1.0,39.713125000000005,19393.24455844569,0.16223256058060087,21015.5701642517,332.784077,0.8367338296845118,5.0,0.0,-0.8931864460618383,-1.5063098749168928,0.8134537462206997,-2.020771733653156,1.8072680711718543,1.6573209629198857,3.0,-1.2530975267232967,0.48234388790503463
35,OPT,,15,1769960405,6.242202475052554,0.25,1.0,1.0,1.0,39.713125000000005,44564.34488199727,0.10468983021460979,45611.243184143364,134.27056199999998,0.8477781291600223,0.0,0.0,-3.0,-1.972925566395217,-3.0,3.0,-2.993778290629402,-3.0,-0.6556343228723341,-0.6637311634135676,1.3808874526247652
36,OPT,,16,1769960592,5.9334031204556075,0.25,1.0,1.0,1.0,39.713125000000005,41770.30883002155,0.041265765845902094,42182.966488480575,159.486719,0.8422693709803137,0.0,0.0,2.2007438903249787,-2.296534237318251,0.8729095790546103,3.0,1.5361296467988133,-2.7170123549792597,-1.8115023510469828,-0.8222744264161098,2.0512033314804485
37,OPT,,17,1769960863,6.343079766702337,0.25,1.0,1.0,1.0,39.713125000000005,18960.108338342437,3.430481295598139,53264.92129432382,243.543185,0.855288294765975,3.0,0.0,-1.1427777785564057,-1.120368405281701,1.5431027885973128,-0.7188055217502202,3.0,0.4024679308631623,-3.0,-1.0504203056968506,1.3214478288897333
38,OPT,,18,1769961105,5.965231340571722,0.25,1.0,1.0,1.0,39.713125000000005,35714.06127538027,0.3257040974304455,38971.10224968473,213.759796,0.8470783019710602,2.0,0.0,-3.0,-1.082800420775381,1.380235821786685,3.0,-3.0,-3.0,1.8725007770671538,-1.0459066676245188,0.9245914317759628
39,OPT,,19,1769961281,5.778345870456405,0.25,1.0,1.0,1.0,39.713125000000005,37943.563123987784,2.53917516490102,63335.31477299798,147.111242,0.886162709671498,0.0,0.0,-3.0,-2.5167849447052113,1.423432879882098,-3.0,3.0,3.0,-1.3378951916964998,-1.2115770554104477,1.358584569350126
40,OPT,,20,1769961547,6.028914624583617,0.25,1.0,1.0,1.0,39.713125000000005,15386.579170425539,0.1465763105829439,16852.342276254978,235.75133599999998,0.7977884318644263,3.0,0.0,3.0,-1.258890776256401,1.124462382813968,3.0,3.0,2.45414901668345,3.0,-0.8430244716002465,-0.6586598462256885
41,OPT,,21,1769961894,5.69413406432214,0.25,1.0,1.0,1.0,39.713125000000005,39360.17452921795,0.28404998073816157,42200.674336599564,319.42928,0.8251164095902316,4.0,0.0,3.0,-1.9352319200977215,-0.35106888741979464,3.0,-0.4027665131247249,-0.04687258171207677,1.1993237617026786,-0.9783949570994641,0.9591875888165571
42,OPT,,22,1769962145,6.686967610885535,0.25,1.0,1.0,1.0,39.713125000000005,14210.088828532924,2.3255269642628913,37465.35847116183,225.15355699999998,0.8361696069134698,2.0,0.0,0.8661296474316138,-0.762969776556938,1.3439099452998848,0.9768728218076184,2.416667901922429,-0.582056816491518,0.0746211150325566,-0.726204245594231,0.6146780675864119
43,OPT,,23,1769962322,5.734796158843919,0.25,1.0,1.0,1.0,39.713125000000005,16352.532483456538,0.127159040454383,17624.12288800037,150.231596,0.80173298300961,0.0,0.0,-3.0,0.571991510343965,1.6556527824885838,3.0,3.0,-3.0,3.0,-0.9219134596284598,-0.09359804273044631
44,OPT,,24,1769962679,6.38054539176169,0.25,1.0,1.0,1.0,39.713125000000005,33594.02791556737,3.8617790366616846,72211.81828218422,323.22025299999996,0.8216848842881389,4.0,0.0,-3.0,-2.031362907219313,1.3742537758236422,3.0,3.0,-1.7111281800911973,-3.0,-1.060448915278349,0.3400707674877434
45,OPT,,25,1769962893,6.396060947977561,0.25,1.0,1.0,1.0,39.713125000000005,14582.549890072656,0.22330414015152156,16815.591291587873,181.416989,0.8150487689051215,1.0,0.0,-1.4845787314394363,0.3224258890191515,1.7027531977099069,-3.0,2.1356362623191765,-3.0,3.0,-0.8653177101491799,1.809157527398106
46,OPT,,26,1769963167,6.2490532553854266,0.25,1.0,1.0,1.0,39.713125000000005,37070.76205200805,0.16736432271212914,38744.40527912934,247.00579900000002,0.7775635889347987,3.0,0.0,1.3459018806348355,-2.2499086141900015,0.4100898592085343,3.0,2.4086110410453734,3.0,3.0,-0.04991656535621293,-0.23922077907538022
47,OPT,,27,1769963329,5.8034593112255575,0.25,1.0,1.0,1.0,39.713125000000005,54830.89113332554,2.258474106025948,77415.63219358501,130.227307,0.8601732696335573,0.0,0.0,3.0,-3.0,1.2885846956530216,-3.0,-3.0,-2.1778680763580116,-1.6720287991003953,-0.7132181770792079,2.273064380859671
48,OPT,,28,1769963803,6.480855547731598,0.25,1.0,1.0,1.0,39.713125000000005,32348.69951156045,1.0330083617602361,42678.78312916281,446.192997,0.7867726543961302,3.0,0.0,1.3526591368549357,-0.9164207387777823,1.910924115459229,3.0,3.0,-1.74269084313047,3.0,-0.7642201666025602,0.714055383844953
49,OPT,,29,1769964080,5.985701725477735,0.25,1.0,1.0,1.0,39.713125000000005,25309.249668929875,0.17496738049962457,27058.92347392612,249.31373200000002,0.8832285433174687,2.0,0.0,0.3277063330032128,-0.6208455611739326,1.1911148207144997,-3.0,3.0,3.0,3.0,-0.8813399891215752,-1.7802889286621542
50,OPT,,30,1769964266,5.376908901595788,0.25,1.0,1.0,1.0,39.713125000000005,88129.1265974054,21.025665913020717,298385.78572761256,160.13830000000002,0.8710661245038364,0.0,0.0,-3.0,2.7091469301088225,2.210557144141381,-3.0,3.0,-3.0,3.0,-0.769657876773319,3.0
51,OPT,,31,1769964472,6.570335889678363,0.25,1.0,1.0,1.0,39.713125000000005,16132.754444438395,8.348599095462056,99618.74539905896,174.276317,0.7906162840076542,1.0,0.0,0.8951009181109666,0.1352390697125601,1.518554126000312,-1.8671453731531413,3.0,-0.9592536120740995,-1.322034744913846,-0.6341540377208876,3.0
52,OPT,,32,1769964629,6.890904376948981,0.25,1.0,1.0,1.0,39.713125000000005,27255.588830954046,0.887704046994586,36132.629300899906,130.274696,0.8543144153468423,0.0,0.0,-3.0,-0.03222397419141638,1.6372024071956222,-3.0,-0.11985941484534982,-3.0,3.0,-0.7286603682924457,-0.9985183487625104
53,OPT,,33,1769964952,6.730163031781882,0.25,1.0,1.0,1.0,39.713125000000005,44431.43585540903,0.18094576071844978,46240.89346259353,291.248357,0.9590258773908003,0.0,0.0,-3.0,-0.6105135271684372,-0.34929762218881233,2.522490386041339,2.82248555588253,0.1884900596585936,3.0,-0.6702255705689242,0.8047908965372239
54,OPT,,34,1769965181,6.291016531912997,0.25,1.0,1.0,1.0,39.713125000000005,31355.648429564157,0.09415025452944423,32297.1509748586,196.184012,0.7970261973318814,1.0,0.0,-3.0,-0.8650666006364887,1.2268841573626272,1.4058229736516354,3.0,3.0,3.0,-0.9046502648794047,-2.0383283122370552
55,OPT,,35,1769965461,6.331399825770778,0.25,1.0,1.0,1.0,39.713125000000005,26010.713647759356,2.0637750127538586,46648.46377529794,247.422846,0.8440110696047174,2.0,0.0,3.0,-0.9049139349217064,1.0156172454501586,-3.0,2.758791472682803,3.0,-3.0,-0.6586248080959943,1.253343113273605
56,OPT,,36,1769965643,6.090357600601029,0.25,1.0,1.0,1.0,39.713125000000005,49865.05078671909,2.5360066345309207,75225.1171320283,150.233228,0.8581162668431197,0.0,0.0,3.0,-2.101915419247838,1.6502911312229684,-1.802302980904585,-0.7750468864675708,3.0,2.081913429942699,-0.9681403928821442,3.0
57,OPT,,37,1769965784,5.94037328516969,0.25,1.0,1.0,1.0,39.713125000000005,24551.666804728364,0.3563427888806291,28115.094693534655,112.230696,0.6583967736507621,0.0,0.0,-3.0,-0.00018748279976712483,1.0612577570084105,3.0,0.7275192292340862,-3.0,3.0,-0.40959963489965384,1.31886206164829
58,OPT,,38,1769966003,5.767924115022849,0.25,1.0,1.0,1.0,39.713125000000005,27112.031507939228,0.9610793225433221,36722.82473337245,185.871333,0.8595904380094431,0.0,0.0,-3.0,-1.8940343829109467,1.3515086486949772,-3.0,-0.9967610856260307,-2.9274806936376856,0.7080068156273716,-0.836355885290864,3.0
59,OPT,,39,1769966348,5.922225709585162,0.25,1.0,1.0,1.0,39.713125000000005,15962.45974667609,0.597370585366492,21936.16560034101,314.546247,0.7537212399966934,5.0,0.0,1.4321617650808034,-2.3047042423656086,1.1430487956920126,0.15209218450334072,0.7630330899453732,-0.8334704644075945,-1.7303237417588226,-0.6388839834834054,2.2852818775748416
60,OPT,,40,1769966502,6.199128073723348,0.25,1.0,1.0,1.0,39.713125000000005,25056.697405713836,0.19407605431891,26997.457948902935,129.685181,0.7144433397536696,0.0,0.0,-3.0,-0.4739676719721485,-3.0,-3.0,1.0064615990933938,-3.0,3.0,-0.4530917855456852,0.9395300258780774
61,OPT,,41,1769968114,6.22897523970071,0.25,1.0,1.0,1.0,39.713125000000005,35075.36747539721,1.7358486459963798,52433.85393536101,260.458985,0.8218545782184618,1.0,0.0,-1.0198689808305632,0.13872141281889058,1.468608465513304,0.826726262702008,3.0,-3.0,3.0,-1.0264297962667361,0.6205102740232428
62,OPT,,42,1769968281,6.446295615150704,0.25,1.0,1.0,1.0,39.713125000000005,32093.42115275438,3.1743871321083934,63837.292473838315,136.969326,0.7979870263343037,0.0,0.0,-3.0,0.6488618502635702,0.9801039008441043,-2.7941259638143765,-3.0,3.0,3.0,-0.717119979394742,2.6128376742925497
63,OPT,,43,1769968629,6.273453806418274,0.25,1.0,1.0,1.0,39.713125000000005,39672.3786132832,0.8748425770168045,48420.80438345125,317.657129,0.855324042239798,3.0,0.0,3.0,-1.14741472873506,0.9429244765490917,1.096880325561903,1.8693617560204336,3.0,-0.0651461003710954,-0.8275888202965941,0.4825542464732155
64,OPT,,44,1769968789,7.4171917705349175,0.25,1.0,1.0,1.0,39.713125000000005,20160.38001862797,0.8051082886886031,28211.462905514,126.85379800000001,0.7442165294934755,0.0,0.0,-3.0,0.710512715373759,1.9434675605558656,-3.0,-0.6489893492541757,-2.935063888375762,3.0,-0.5461140492063524,1.5483948683146873
65,OPT,,45,1769968979,6.8352971060747505,0.25,1.0,1.0,1.0,39.713125000000005,33380.61666802056,3.18691036766537,65249.72034467426,158.573113,0.7666775976750878,0.0,0.0,2.449669681615489,-1.6143402054856908,1.3545305788414006,-0.6101701547618045,2.078241904043471,2.2806403077914803,-3.0,-0.5426664109296777,2.1712224873611037
66,OPT,,46,1769969153,7.000546804811278,0.25,1.0,1.0,1.0,39.713125000000005,16191.174542477123,0.4639196638704426,20830.37118118155,141.977241,0.8038815960136252,0.0,0.0,-3.0,0.7430710824201917,1.8520545606896126,-3.0,1.6317528252280689,-2.649147666919916,3.0,-0.628108361915467,2.134714256058226
67,OPT,,47,1769969370,4.954925930035139,0.25,1.0,1.0,1.0,39.713125000000005,15536.826775240079,0.19475712078126478,17484.397983052728,186.382435,0.5401819826203722,5.0,0.0,2.9588813874854476,-1.8816485566318464,1.0454741666814655,-3.0,3.0,2.9135149865943406,3.0,0.003820781858002842,-0.8942557390778831
68,OPT,,48,1769969554,5.094546738662968,0.25,1.0,1.0,1.0,39.713125000000005,33497.480930487596,0.6079744264310014,39577.22519479761,154.858834,0.9162136360147685,0.0,0.0,-3.0,-0.8108662977878172,-3.0,-3.0,-3.0,0.44667541485549866,3.0,-0.8037803906397668,-3.0
69,OPT,,49,1769969862,4.524895812826325,0.25,1.0,1.0,1.0,39.713125000000005,12776.351422547077,1.6160012507167165,28936.363929714244,277.838261,0.6879130988619107,7.0,0.0,-3.0,-2.2513979974496383,1.391901563624629,-3.0,3.0,-3.0,-3.0,-0.4159318772407725,3.0
70,OPT,,50,1769970047,4.940270176542503,0.25,1.0,1.0,1.0,39.713125000000005,35872.522268912704,0.1514836250992746,37387.35851990545,154.09906,0.8115698362920962,0.0,0.0,-3.0,-1.2672025145555608,-3.0,3.0,-3.0,-3.0,3.0,-0.3855646516685268,2.8386501016360537
71,OPT,,51,1769970302,4.653845909885746,0.25,1.0,1.0,1.0,39.713125000000005,14002.849244103358,0.4940526975496874,18943.37621960023,223.776361,0.688613150709117,3.0,0.0,-3.0,0.556241072891863,2.51590682191314,-3.0,3.0,3.0,3.0,-0.3969363227997593,3.0
72,OPT,,52,1769970457,4.455821212372175,0.25,1.0,1.0,1.0,39.713125000000005,27647.38963371093,0.17253022191502201,29372.69185286115,121.239459,0.6709117346543952,0.0,0.0,-3.0,-1.233978024999559,-3.0,-3.0,-3.0,-2.131149203136039,3.0,-0.2494707311965851,0.6527125756223662
73,OPT,,53,1769970603,5.227600058660566,0.25,1.0,1.0,1.0,39.713125000000005,14113.035113701375,0.08464663962709354,14959.50150997231,115.331208,0.6260572370909203,0.0,0.0,-3.0,0.7544535199727407,2.169787457107538,3.0,3.0,0.1612250284820947,3.0,-0.08476926510700102,3.0
74,OPT,,54,1769971323,4.7947248950535215,0.25,1.0,1.0,1.0,39.713125000000005,12273.786687527347,1.5455703701110035,27729.49038863738,687.551992,0.7492762464863814,3.0,0.0,3.0,0.6538652613416369,2.2088392393988454,-3.0,1.4569023681179705,0.4185207869378793,3.0,-0.741619692996027,-3.0
75,OPT,,55,1769979121,4.882078402741745,0.25,1.0,1.0,1.0,39.713125000000005,37333.50424842273,0.02720447519358748,37605.5490003586,154.676357,0.8523944468976542,0.0,0.0,-2.699152565353289,-0.7192986951086241,-3.0,-3.0,3.0,3.0,3.0,-0.8996723560928599,3.0
76,OPT,,56,1769979318,4.710584402343781,0.25,1.0,1.0,1.0,39.713125000000005,13459.403231233044,0.4298426034889415,17757.82926612246,151.31042200000002,0.501366806819917,3.0,0.0,-3.0,0.6240922943566134,1.8007101527224176,-3.0,3.0,-2.2937332923732296,3.0,0.28640246658957885,1.723302067702498
77,OPT,,57,1769979511,5.272669636773012,0.25,1.0,1.0,1.0,39.713125000000005,20127.990042318976,0.533516534998304,25463.155392302015,156.30937,0.8526123804975965,0.0,0.0,-3.0,-0.12080600108460596,-3.0,-3.0,-3.0,-3.0,3.0,-0.8740778875458564,3.0
78,OPT,,58,1769979795,4.809536218264813,0.25,1.0,1.0,1.0,39.713125000000005,71831.3084408464,14.212664939634825,213957.95783719467,247.467426,0.9005851361991636,0.0,0.0,-3.0,0.03395387390870048,-3.0,-3.0,3.0,-0.9015520400382624,3.0,-0.8606013125782117,-3.0
79,OPT,,59,1769979992,6.7109727112403,0.25,1.0,1.0,1.0,39.713125000000005,59921.71797684667,2.0275415142175044,80197.13311902172,161.940193,0.9192657929376504,0.0,0.0,-3.0,-0.7668287004811346,2.3868766092388403,-3.0,-3.0,3.0,3.0,-0.8929952270168245,-3.0
80,OPT,,60,1769980209,6.163940757617999,0.25,1.0,1.0,1.0,39.713125000000005,99438.6449175745,31.010585490490058,409544.4998224751,185.437387,0.8866162849797241,0.0,0.0,-2.1111921343580557,-1.0026490995612936,-3.0,-3.0,-3.0,-3.0,-0.9351571666555196,-0.8678172119153834,1.680810433233051
81,OPT,,61,1769980375,7.7839135677288205,0.25,1.0,1.0,1.0,39.713125000000005,48693.36699392456,3.4347875105135848,83041.24209906042,130.894817,0.8401153716287002,0.0,0.0,1.2903942494114886,-2.396800824055682,-3.0,-1.977628364102423,-1.833547421995084,3.0,-0.39742245742331606,-0.7094317270632478,2.4091643170628667
82,OPT,,62,1769980555,7.167170871207685,0.25,1.0,1.0,1.0,39.713125000000005,24828.006226555164,0.4516562279470981,29344.568506026146,142.539966,0.7647688986765625,0.0,0.0,-3.0,-0.5364877798934546,-2.204101214794875,-3.0,-3.0,-3.0,3.0,-0.6012303396488015,3.0
83,OPT,,63,1769980849,7.653034848511614,0.25,1.0,1.0,1.0,39.713125000000005,44180.41954506912,1.6749040322163464,60929.45986723258,257.539855,0.8505910404767646,0.0,0.0,-3.0,-1.1937326001436919,1.6490152363313697,-3.0,3.0,-3.0,0.5557407679768961,-0.7460307884154156,1.1057004092848601
84,OPT,,64,1769981019,6.733278686244472,0.25,1.0,1.0,1.0,39.713125000000005,41954.22551076041,1.5211182851975218,57165.40836273562,133.184042,0.7751399386854192,0.0,0.0,-1.528288473832981,-0.484155514829859,1.5099756302251266,-2.9207795889163912,1.6895260396126373,3.0,0.8797200283674859,-0.7144548869892609,0.31566333939661734
